msisdn,offer_tag,HS_AON,NW_AON,HS_BRAND,HS_BAND,HS_TYPE,Price,data_80_limit_breach,fup_limit_breach,data_usage_level,bundle_consistency,vowifi_mous,customer_age,cricket_cohort_tag,ir_roamer_tag,bb_tag,dth_tag,other_recharge,GENDER_L1,Category,GEO_TAG,AGE_BUCKET,AI_MASTER,NATIONAL_ROAMER,CWE,Digital_Savvy,OTT_LOVER
USR_OCICRA2HY0,349,24,6,Xiaomi,5G,Smartphone,8911,4.49,0.89,Medium,High,387,Adult,1,0,0,0,1,Female,Salaried,Rural,26-35,1,0,1,0,1
USR_0JPXL6OEK9,1729,19,53,Samsung,5G,Smartphone,81641,1.86,4.15,Low,Low,349,Young,0,1,1,1,0,Male,Business,Metro,18-25,1,0,0,1,1
USR_T13H74KSJY,349,18,54,Xiaomi,4G,Feature Phone,18663,6.01,2.33,High,Low,260,Adult,1,0,1,0,1,Female,Salaried,Urban,36-45,1,0,1,1,1
USR_0LBAKBUZMI,979,60,40,OnePlus,4G,Smartphone,44489,9.41,0.75,Low,Low,255,Young,1,0,1,0,0,Male,Business,Metro,18-25,0,1,1,0,1
USR_9NI5HF4MJD,979,10,15,Samsung,5G,Smartphone,51264,1.34,0.09,Medium,Low,406,Young,1,0,0,1,0,Male,Homemaker,Metro,36-45,1,0,0,0,0
USR_B45GA9LUYR,349,35,94,Oppo,4G,Feature Phone,21358,9.9,3.85,Medium,Low,135,Young,1,0,1,1,0,Female,Student,Urban,26-35,0,1,1,1,1
USR_BKFRJSNWJ9,349,51,62,Oppo,5G,Smartphone,9996,9.83,3.7,Very High,Medium,293,Senior,1,0,1,0,1,Female,Salaried,Urban,60+,0,0,0,0,0
USR_8ZF7EUTNOI,979,45,63,Apple,4G,Feature Phone,37405,3.15,2.4,High,Medium,452,Young,0,0,0,0,1,Female,Business,Metro,46-60,0,0,1,1,1
USR_K9WMZBPEH7,349,26,66,Oppo,4G,Smartphone,8147,3.67,2.89,Very High,Low,13,Senior,1,1,0,1,1,Female,Salaried,Urban,60+,1,1,1,1,1
USR_XXX5450M7P,349,27,41,Vivo,5G,Smartphone,18223,4.25,3.28,Low,Low,28,Senior,0,1,0,0,1,Female,Student,Urban,60+,0,1,1,0,0
USR_IHAEBXJ8JN,349,21,90,Oppo,5G,Feature Phone,19318,7.0,0.33,Very High,High,266,Senior,0,1,1,1,1,Female,Salaried,Urban,60+,1,0,1,0,0
USR_NI7LOYDPU4,399,58,38,Vivo,4G,Smartphone,19946,9.11,1.74,Low,Low,231,Senior,1,1,0,1,1,Female,Business,Metro,26-35,1,1,1,1,0
USR_65RB4A6HJW,399,35,88,OnePlus,4G,Feature Phone,21757,4.78,3.87,Very High,Low,160,Young,1,0,1,1,1,Male,Salaried,Metro,26-35,0,0,0,1,1
USR_GJ9IR4CIFZ,349,37,45,Vivo,4G,Feature Phone,10733,7.58,0.76,Medium,High,171,Senior,1,0,0,1,1,Female,Student,Rural,46-60,1,1,1,0,1
USR_HN7LA9TGWE,979,6,29,Apple,4G,Feature Phone,59580,9.58,1.77,Medium,Low,470,Young,1,1,1,0,0,Female,Student,Urban,46-60,1,1,1,0,0
USR_MX3O4DKRF5,979,6,73,Samsung,5G,Feature Phone,32145,8.51,0.76,Medium,Medium,445,Adult,1,1,0,1,0,Female,Salaried,Metro,36-45,0,1,1,1,1
USR_GH4G8XV7PF,3999,50,9,Samsung,5G,Feature Phone,120154,6.81,4.31,High,Low,403,Senior,1,1,1,0,0,Female,Business,Metro,36-45,0,0,0,0,1
USR_U45UZU0PMF,399,19,20,Samsung,5G,Feature Phone,32849,0.19,2.13,Very High,Low,84,Senior,0,0,1,0,0,Male,Salaried,Metro,26-35,0,0,0,1,0
USR_319O8BFB54,1729,28,114,Samsung,4G,Feature Phone,83662,9.71,3.35,Very High,Medium,476,Adult,1,1,0,0,1,Male,Salaried,Urban,46-60,1,0,0,1,0
USR_0S53C2ECR4,979,47,32,OnePlus,5G,Feature Phone,54952,6.89,1.58,High,High,2,Senior,1,1,0,0,0,Male,Business,Metro,26-35,1,1,1,0,0
USR_HZU72C7VAW,349,52,76,Vivo,4G,Feature Phone,14363,1.68,3.45,Very High,Medium,75,Senior,0,0,1,1,0,Female,Salaried,Urban,46-60,1,1,0,1,1
USR_X1Q1BQ0U4S,349,20,66,Realme,5G,Feature Phone,21678,5.9,4.97,Low,Low,311,Young,0,1,1,0,0,Female,Homemaker,Urban,26-35,1,0,0,1,1
USR_WR8LRNRYOY,349,24,12,Vivo,4G,Feature Phone,20150,4.73,3.1,Medium,High,40,Senior,0,1,1,0,1,Male,Salaried,Urban,46-60,1,0,0,1,0
USR_40PISMB866,349,50,51,Oppo,5G,Feature Phone,12869,1.42,3.48,High,High,450,Young,0,1,0,1,0,Female,Business,Urban,26-35,1,1,0,0,1
USR_D64F2CQTJB,349,50,75,Vivo,4G,Smartphone,19285,2.96,1.88,Very High,Medium,404,Senior,0,0,1,1,1,Male,Student,Urban,26-35,0,1,0,0,1
USR_0KQYL973UV,399,42,16,Vivo,5G,Feature Phone,22743,5.22,3.54,Very High,Low,457,Adult,0,0,0,1,0,Female,Student,Urban,60+,0,1,0,0,1
USR_SAKHV4YBUO,349,54,25,Vivo,4G,Smartphone,15882,7.01,1.16,Low,High,315,Young,1,1,0,1,1,Female,Homemaker,Rural,26-35,0,0,0,0,0
USR_3P6ZTPH27V,399,13,120,Oppo,5G,Smartphone,31917,8.07,1.03,Low,Low,333,Adult,0,0,0,0,0,Male,Student,Metro,46-60,0,1,1,1,1
USR_1ZY3PMG8JS,349,19,119,Vivo,4G,Smartphone,20094,0.72,0.02,Medium,Medium,44,Adult,1,0,1,1,1,Female,Student,Rural,46-60,0,1,1,0,1
USR_N1PD78NEWM,1729,17,76,Apple,4G,Feature Phone,70459,1.37,2.1,Very High,Medium,376,Young,0,0,0,0,0,Female,Salaried,Urban,60+,1,1,0,1,0
USR_5JQMIP22UN,349,60,63,Oppo,5G,Feature Phone,21274,1.48,1.96,Very High,Medium,303,Young,0,1,0,0,1,Male,Salaried,Urban,18-25,1,0,0,1,0
USR_1EBKD6O8IQ,349,28,106,Realme,5G,Feature Phone,16482,4.45,0.81,Very High,Medium,168,Adult,0,1,1,1,1,Female,Student,Urban,26-35,0,1,1,1,1
USR_5OEIS4US4W,3999,28,51,Samsung,4G,Feature Phone,98232,9.95,1.78,High,Medium,3,Adult,0,1,0,0,1,Male,Homemaker,Metro,36-45,1,1,0,0,1
USR_69ZP1ZU7IK,3999,45,6,Apple,4G,Smartphone,94373,8.02,2.91,High,High,277,Senior,0,1,1,1,0,Female,Student,Metro,60+,0,1,0,1,1
USR_FY0OTQV9RN,349,36,109,Vivo,4G,Smartphone,11481,8.87,3.07,Very High,Low,458,Young,1,1,1,0,0,Female,Homemaker,Rural,60+,1,0,1,1,1
USR_QXR3AV5PEB,349,15,7,Vivo,4G,Smartphone,15614,1.92,2.25,Low,High,362,Senior,0,1,1,1,0,Male,Student,Rural,46-60,0,0,1,1,0
USR_EUOGLS8QXL,399,13,47,OnePlus,4G,Smartphone,32761,9.45,3.74,Low,Low,84,Young,0,1,0,1,0,Female,Homemaker,Metro,46-60,0,0,0,0,0
USR_7V92YET0EM,979,21,97,Apple,4G,Smartphone,34788,3.57,4.09,Medium,High,132,Senior,0,0,1,0,1,Male,Student,Urban,26-35,0,0,0,0,1
USR_UEO845TPL5,349,42,86,Oppo,5G,Feature Phone,15126,10.0,1.89,High,Low,35,Adult,0,0,1,1,0,Male,Homemaker,Rural,36-45,0,1,1,1,0
USR_48G9AMMK53,349,27,114,Vivo,5G,Smartphone,13470,1.38,1.81,Medium,Low,329,Senior,0,0,0,0,1,Male,Student,Urban,26-35,0,1,0,0,0
USR_CFFTAIDUZX,349,35,95,Xiaomi,4G,Smartphone,11609,2.7,4.2,High,High,368,Senior,0,1,0,1,0,Male,Salaried,Rural,18-25,1,1,1,1,1
USR_VLVPFRNJA9,979,31,112,OnePlus,4G,Smartphone,43798,6.96,4.06,Low,Low,483,Adult,1,1,1,0,1,Male,Student,Urban,26-35,0,0,1,0,1
USR_71L32TRZIJ,349,8,74,Realme,5G,Smartphone,14408,9.72,0.91,Low,Low,200,Adult,0,1,1,0,0,Male,Student,Urban,26-35,1,0,0,0,0
USR_T010HRIUAJ,349,56,119,Oppo,5G,Smartphone,18844,9.96,0.61,Low,High,413,Young,0,1,0,0,0,Female,Salaried,Rural,26-35,0,0,0,0,1
USR_6UR7EV32I1,349,16,32,Oppo,4G,Feature Phone,16785,6.61,2.31,Low,Low,126,Adult,1,0,0,1,1,Female,Homemaker,Urban,60+,0,0,0,0,1
USR_5449JY37W9,399,46,99,OnePlus,5G,Smartphone,33119,7.57,2.21,High,Low,352,Adult,1,1,0,0,0,Male,Homemaker,Metro,18-25,1,0,0,1,1
USR_PE1RL47JYV,349,26,8,Realme,5G,Smartphone,9223,1.6,4.07,Low,Medium,127,Adult,1,1,1,0,0,Female,Student,Rural,46-60,1,0,1,0,0
USR_4KI3KHFLK9,349,53,8,Realme,4G,Smartphone,11103,3.38,4.51,Low,High,120,Young,0,1,1,0,0,Male,Salaried,Urban,18-25,0,1,0,0,0
USR_PSV1PBI38I,979,17,54,Samsung,5G,Feature Phone,41434,1.16,4.76,Very High,High,203,Adult,0,1,1,0,0,Female,Salaried,Metro,46-60,0,1,1,1,1
USR_Y6NL9CI2F7,349,54,67,Xiaomi,4G,Feature Phone,14214,4.97,3.84,Low,Medium,483,Senior,0,1,1,1,0,Female,Business,Urban,26-35,1,0,0,1,1
USR_CI0OBYUGL8,349,13,110,Vivo,4G,Smartphone,8377,7.09,2.59,Very High,High,28,Senior,0,0,1,1,1,Male,Salaried,Urban,36-45,0,1,1,0,1
USR_KEDJCJ05GA,979,7,73,Apple,4G,Smartphone,50735,1.38,0.68,Low,High,477,Senior,0,0,1,1,0,Female,Homemaker,Metro,18-25,1,1,0,0,0
USR_HTGSPU74KR,399,15,102,Vivo,4G,Smartphone,23348,1.62,0.38,Low,Medium,105,Adult,0,1,0,0,0,Female,Salaried,Metro,18-25,1,0,0,1,0
USR_JFYTKFB7YK,349,53,11,Oppo,4G,Feature Phone,21610,1.51,3.6,Medium,Low,64,Senior,0,0,1,1,1,Female,Salaried,Rural,46-60,0,1,0,0,1
USR_KQHL6OE595,349,54,56,Realme,5G,Smartphone,13289,2.06,1.21,Low,High,138,Young,1,1,1,0,1,Male,Business,Urban,26-35,1,1,1,0,1
